# OpenSignals Text File Format
# {"CC:78:AB:62:C7:8F":{"sensor":["RAW"],"device name":"CC:78:AB:62:C7:8F","column":["nSeq","I1","I2","O1","O2","A2"],"sync interval":2,"time":"13:12:57","comments":"","device connection":"BLECC:78:AB:62:C7:8F","channels":[2],"date":"2022-04-28","mode":0,"digital IO":[0,0,1,1],"firmware version":0,"device":"bitalino_rev","position":0,"sampling rate":100,"label":["A2"],"resolution":[10],"special":[{}]}}
# EndOfHeader
0	0	0	0	0	515
1	0	0	0	0	520
2	0	0	0	0	522
3	0	0	0	0	519
4	0	0	0	0	524
5	0	0	0	0	533
6	0	0	0	0	511
7	0	0	0	0	529
8	0	0	0	0	525
9	0	0	0	0	528
10	0	0	0	0	527
11	0	0	0	0	541
12	0	0	0	0	537
13	0	0	0	0	558
14	0	0	0	0	549
15	0	0	0	0	564
0	0	0	0	0	569
1	0	0	0	0	572
2	0	0	0	0	566
3	0	0	0	0	529
4	0	0	0	0	502
5	0	0	0	0	472
6	0	0	0	0	460
7	0	0	0	0	447
8	0	0	0	0	455
9	0	0	0	0	460
10	0	0	0	0	467
11	0	0	0	0	470
12	0	0	0	0	468
13	0	0	0	0	481
14	0	0	0	0	485
15	0	0	0	0	484
0	0	0	0	0	493
1	0	0	0	0	492
2	0	0	0	0	488
3	0	0	0	0	493
4	0	0	0	0	504
5	0	0	0	0	505
6	0	0	0	0	497
7	0	0	0	0	501
8	0	0	0	0	506
9	0	0	0	0	509
10	0	0	0	0	508
11	0	0	0	0	511
12	0	0	0	0	513
13	0	0	0	0	513
14	0	0	0	0	506
15	0	0	0	0	517
0	0	0	0	0	507
1	0	0	0	0	520
2	0	0	0	0	512
3	0	0	0	0	518
4	0	0	0	0	515
5	0	0	0	0	517
6	0	0	0	0	514
7	0	0	0	0	524
8	0	0	0	0	519
9	0	0	0	0	521
10	0	0	0	0	525
11	0	0	0	0	553
12	0	0	0	0	536
13	0	0	0	0	537
14	0	0	0	0	543
15	0	0	0	0	508
0	0	0	0	0	505
1	0	0	0	0	496
2	0	0	0	0	496
3	0	0	0	0	497
4	0	0	0	0	507
5	0	0	0	0	496
6	0	0	0	0	510
7	0	0	0	0	462
8	0	0	0	0	481
9	0	0	0	0	663
10	0	0	0	0	888
11	0	0	0	0	524
12	0	0	0	0	255
13	0	0	0	0	354
14	0	0	0	0	467
15	0	0	0	0	503
0	0	0	0	0	509
1	0	0	0	0	513
2	0	0	0	0	516
3	0	0	0	0	513
4	0	0	0	0	510
5	0	0	0	0	523
6	0	0	0	0	523
7	0	0	0	0	524
8	0	0	0	0	528
9	0	0	0	0	521
10	0	0	0	0	524
11	0	0	0	0	529
12	0	0	0	0	543
13	0	0	0	0	532
14	0	0	0	0	543
15	0	0	0	0	558
0	0	0	0	0	554
1	0	0	0	0	575
2	0	0	0	0	565
3	0	0	0	0	567
4	0	0	0	0	555
5	0	0	0	0	520
6	0	0	0	0	495
7	0	0	0	0	469
8	0	0	0	0	455
9	0	0	0	0	456
10	0	0	0	0	453
11	0	0	0	0	454
12	0	0	0	0	465
13	0	0	0	0	469
14	0	0	0	0	472
15	0	0	0	0	480
0	0	0	0	0	488
1	0	0	0	0	483
2	0	0	0	0	496
3	0	0	0	0	501
4	0	0	0	0	487
5	0	0	0	0	502
6	0	0	0	0	499
7	0	0	0	0	502
8	0	0	0	0	505
9	0	0	0	0	501
10	0	0	0	0	510
11	0	0	0	0	512
12	0	0	0	0	511
13	0	0	0	0	511
14	0	0	0	0	519
15	0	0	0	0	505
0	0	0	0	0	503
1	0	0	0	0	511
2	0	0	0	0	512
3	0	0	0	0	514
4	0	0	0	0	520
5	0	0	0	0	512
6	0	0	0	0	517
7	0	0	0	0	514
8	0	0	0	0	507
9	0	0	0	0	519
10	0	0	0	0	517
11	0	0	0	0	518
12	0	0	0	0	517
13	0	0	0	0	518
14	0	0	0	0	540
15	0	0	0	0	537
0	0	0	0	0	531
1	0	0	0	0	537
2	0	0	0	0	531
3	0	0	0	0	521
4	0	0	0	0	508
5	0	0	0	0	494
6	0	0	0	0	497
7	0	0	0	0	506
8	0	0	0	0	495
9	0	0	0	0	500
10	0	0	0	0	506
11	0	0	0	0	463
12	0	0	0	0	521
13	0	0	0	0	776
14	0	0	0	0	852
15	0	0	0	0	318
0	0	0	0	0	281
1	0	0	0	0	401
2	0	0	0	0	483
3	0	0	0	0	508
4	0	0	0	0	515
5	0	0	0	0	512
6	0	0	0	0	515
7	0	0	0	0	515
8	0	0	0	0	524
9	0	0	0	0	526
10	0	0	0	0	524
11	0	0	0	0	519
12	0	0	0	0	529
13	0	0	0	0	526
14	0	0	0	0	531
15	0	0	0	0	534
0	0	0	0	0	546
1	0	0	0	0	543
2	0	0	0	0	540
3	0	0	0	0	558
4	0	0	0	0	563
5	0	0	0	0	572
6	0	0	0	0	566
7	0	0	0	0	566
8	0	0	0	0	550
9	0	0	0	0	515
10	0	0	0	0	482
11	0	0	0	0	470
12	0	0	0	0	451
13	0	0	0	0	454
14	0	0	0	0	457
15	0	0	0	0	463
0	0	0	0	0	462
1	0	0	0	0	474
2	0	0	0	0	494
3	0	0	0	0	474
4	0	0	0	0	478
5	0	0	0	0	485
6	0	0	0	0	487
7	0	0	0	0	492
8	0	0	0	0	498
9	0	0	0	0	495
10	0	0	0	0	498
11	0	0	0	0	505
12	0	0	0	0	508
13	0	0	0	0	511
14	0	0	0	0	504
15	0	0	0	0	507
0	0	0	0	0	513
1	0	0	0	0	509
2	0	0	0	0	511
3	0	0	0	0	519
4	0	0	0	0	506
5	0	0	0	0	515
6	0	0	0	0	511
7	0	0	0	0	512
8	0	0	0	0	511
9	0	0	0	0	523
10	0	0	0	0	520
11	0	0	0	0	513
12	0	0	0	0	522
13	0	0	0	0	525
14	0	0	0	0	523
15	0	0	0	0	521
0	0	0	0	0	521
1	0	0	0	0	537
2	0	0	0	0	549
3	0	0	0	0	539
4	0	0	0	0	536
5	0	0	0	0	521
6	0	0	0	0	515
7	0	0	0	0	491
8	0	0	0	0	493
9	0	0	0	0	502
10	0	0	0	0	505
11	0	0	0	0	500
12	0	0	0	0	507
13	0	0	0	0	487
14	0	0	0	0	486
15	0	0	0	0	635
0	0	0	0	0	865
1	0	0	0	0	604
2	0	0	0	0	250
3	0	0	0	0	334
4	0	0	0	0	453
5	0	0	0	0	501
6	0	0	0	0	500
7	0	0	0	0	509
8	0	0	0	0	517
9	0	0	0	0	521
10	0	0	0	0	516
11	0	0	0	0	522
12	0	0	0	0	529
13	0	0	0	0	525
14	0	0	0	0	525
15	0	0	0	0	532
0	0	0	0	0	532
1	0	0	0	0	526
2	0	0	0	0	539
3	0	0	0	0	535
4	0	0	0	0	551
5	0	0	0	0	567
6	0	0	0	0	554
7	0	0	0	0	567
8	0	0	0	0	564
9	0	0	0	0	568
10	0	0	0	0	551
11	0	0	0	0	537
12	0	0	0	0	500
13	0	0	0	0	473
14	0	0	0	0	457
15	0	0	0	0	453
0	0	0	0	0	448
1	0	0	0	0	451
2	0	0	0	0	470
3	0	0	0	0	467
4	0	0	0	0	476
5	0	0	0	0	481
6	0	0	0	0	480
7	0	0	0	0	493
8	0	0	0	0	481
9	0	0	0	0	490
10	0	0	0	0	499
11	0	0	0	0	494
12	0	0	0	0	496
13	0	0	0	0	499
14	0	0	0	0	505
15	0	0	0	0	500
0	0	0	0	0	505
1	0	0	0	0	513
2	0	0	0	0	511
3	0	0	0	0	515
4	0	0	0	0	512
5	0	0	0	0	510
6	0	0	0	0	520
7	0	0	0	0	509
8	0	0	0	0	525
9	0	0	0	0	512
10	0	0	0	0	517
11	0	0	0	0	505
12	0	0	0	0	512
13	0	0	0	0	520
14	0	0	0	0	519
15	0	0	0	0	515
0	0	0	0	0	511
1	0	0	0	0	532
2	0	0	0	0	527
3	0	0	0	0	529
4	0	0	0	0	526
5	0	0	0	0	537
6	0	0	0	0	540
7	0	0	0	0	539
8	0	0	0	0	533
9	0	0	0	0	507
10	0	0	0	0	505
11	0	0	0	0	496
12	0	0	0	0	491
13	0	0	0	0	493
14	0	0	0	0	501
15	0	0	0	0	503
0	0	0	0	0	496
1	0	0	0	0	462
2	0	0	0	0	589
3	0	0	0	0	852
4	0	0	0	0	724
5	0	0	0	0	254
6	0	0	0	0	307
7	0	0	0	0	435
8	0	0	0	0	487
9	0	0	0	0	504
10	0	0	0	0	522
11	0	0	0	0	512
12	0	0	0	0	525
13	0	0	0	0	523
14	0	0	0	0	518
15	0	0	0	0	521
0	0	0	0	0	532
1	0	0	0	0	529
2	0	0	0	0	517
3	0	0	0	0	526
4	0	0	0	0	528
5	0	0	0	0	533
6	0	0	0	0	540
7	0	0	0	0	548
8	0	0	0	0	548
9	0	0	0	0	560
10	0	0	0	0	563
11	0	0	0	0	568
12	0	0	0	0	573
13	0	0	0	0	564
14	0	0	0	0	539
15	0	0	0	0	499
0	0	0	0	0	473
1	0	0	0	0	459
2	0	0	0	0	442
3	0	0	0	0	453
4	0	0	0	0	466
5	0	0	0	0	467
6	0	0	0	0	463
7	0	0	0	0	476
8	0	0	0	0	469
9	0	0	0	0	474
10	0	0	0	0	491
11	0	0	0	0	485
12	0	0	0	0	494
13	0	0	0	0	491
14	0	0	0	0	498
15	0	0	0	0	503
0	0	0	0	0	506
1	0	0	0	0	502
2	0	0	0	0	506
3	0	0	0	0	501
4	0	0	0	0	508
5	0	0	0	0	523
6	0	0	0	0	497
7	0	0	0	0	507
8	0	0	0	0	514
9	0	0	0	0	511
10	0	0	0	0	520
11	0	0	0	0	511
12	0	0	0	0	509
13	0	0	0	0	517
14	0	0	0	0	517
15	0	0	0	0	514
0	0	0	0	0	516
1	0	0	0	0	526
2	0	0	0	0	530
3	0	0	0	0	547
4	0	0	0	0	556
5	0	0	0	0	538
6	0	0	0	0	520
7	0	0	0	0	520
8	0	0	0	0	502
9	0	0	0	0	493
10	0	0	0	0	498
11	0	0	0	0	490
12	0	0	0	0	505
13	0	0	0	0	497
14	0	0	0	0	502
15	0	0	0	0	455
0	0	0	0	0	524
1	0	0	0	0	772
2	0	0	0	0	870
3	0	0	0	0	335
4	0	0	0	0	268
5	0	0	0	0	380
6	0	0	0	0	477
7	0	0	0	0	511
8	0	0	0	0	514
9	0	0	0	0	521
10	0	0	0	0	520
11	0	0	0	0	520
12	0	0	0	0	526
13	0	0	0	0	535
14	0	0	0	0	524
15	0	0	0	0	529
0	0	0	0	0	527
1	0	0	0	0	536
2	0	0	0	0	529
3	0	0	0	0	538
4	0	0	0	0	548
5	0	0	0	0	554
6	0	0	0	0	564
7	0	0	0	0	564
8	0	0	0	0	575
9	0	0	0	0	573
10	0	0	0	0	580
11	0	0	0	0	582
12	0	0	0	0	552
13	0	0	0	0	510
14	0	0	0	0	481
15	0	0	0	0	453
0	0	0	0	0	448
1	0	0	0	0	442
2	0	0	0	0	448
3	0	0	0	0	449
4	0	0	0	0	464
5	0	0	0	0	462
